"","VALP","BLD_label","BDSP","JWMNP","JWTR_label"
"9929",625000,"One-family house detached",3,45,"Car, truck, or van"
"9930",7e+05,"20-49 Apartments",1,45,"Car, truck, or van"
"9931",625000,"One-family house detached",5,105,"Car, truck, or van"
"9932",625000,"One-family house detached",5,45,"Car, truck, or van"
"9933",625000,"One-family house detached",5,45,"Car, truck, or van"
"9934",625000,"One-family house detached",5,35,"Car, truck, or van"
"9935",625000,"One-family house detached",5,45,"Car, truck, or van"
"9936",290000,"One-family house detached",3,5,"Car, truck, or van"
"9937",290000,"One-family house detached",3,20,"Car, truck, or van"
"9938",9900,"One-family house detached",4,60,"Subway or elevated"
"9939",9900,"One-family house detached",4,65,"Car, truck, or van"
"9940",7e+05,"One-family house detached",4,30,"Car, truck, or van"
"9941",7e+05,"One-family house detached",4,60,"Car, truck, or van"
"9942",7e+05,"One-family house detached",4,25,"Walked"
"9943",190000,"One-family house detached",2,25,"Car, truck, or van"
"9944",190000,"One-family house detached",2,25,"Car, truck, or van"
"9945",225000,"One-family house detached",2,30,"Car, truck, or van"
"9946",1200000,"5-9 Apartments",5,10,"Car, truck, or van"
"9947",1200000,"5-9 Apartments",5,80,"Car, truck, or van"
"9948",1200000,"5-9 Apartments",5,15,"Car, truck, or van"
"9949",250000,"20-49 Apartments",2,90,"Railroad"
"9950",150000,"One-family house detached",3,15,"Car, truck, or van"
"9951",4e+05,"One-family house detached",3,10,"Car, truck, or van"
"9952",575000,"One-family house detached",6,144,"Railroad"
"9953",575000,"One-family house detached",6,35,"Car, truck, or van"
"9954",4e+05,"One-family house detached",4,35,"Car, truck, or van"
"9955",4e+05,"One-family house detached",4,90,"Car, truck, or van"
"9956",325000,"One-family house detached",4,10,"Car, truck, or van"
"9957",325000,"One-family house detached",4,15,"Car, truck, or van"
"9958",325000,"One-family house detached",4,10,"Car, truck, or van"
"9959",375000,"One-family house detached",4,20,"Car, truck, or van"
"9960",475000,"One-family house detached",4,75,"Subway or elevated"
"9961",4e+05,"One-family house detached",3,35,"Car, truck, or van"
"9962",4e+05,"One-family house detached",3,90,"Car, truck, or van"
"9963",450000,"One-family house detached",3,8,"Car, truck, or van"
"9964",450000,"One-family house detached",3,10,"Car, truck, or van"
"9965",1500000,"One-family house detached",4,25,"Car, truck, or van"
"9966",450000,"One-family house detached",4,30,"Car, truck, or van"
"9967",450000,"One-family house detached",4,1,"Walked"
"9968",550000,"One-family house detached",3,20,"Car, truck, or van"
"9969",550000,"One-family house detached",3,90,"Car, truck, or van"
"9970",550000,"One-family house detached",3,45,"Car, truck, or van"
"9971",7e+05,"20-49 Apartments",2,15,"Car, truck, or van"
"9972",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"9973",4e+05,"One-family house detached",3,60,"Car, truck, or van"
"9974",550000,"One-family house detached",3,45,"Car, truck, or van"
"9975",2e+06,"One-family house detached",4,5,"Car, truck, or van"
"9976",9e+05,"One-family house detached",4,70,"Car, truck, or van"
"9977",270000,"One-family house detached",4,20,"Car, truck, or van"
"9978",270000,"One-family house detached",4,20,"Car, truck, or van"
"9979",3e+05,"One-family house detached",5,144,"Car, truck, or van"
"9980",3e+05,"One-family house detached",5,45,"Car, truck, or van"
"9981",550000,"One-family house attached",3,15,"Car, truck, or van"
"9982",550000,"One-family house attached",3,35,"Car, truck, or van"
"9983",550000,"One-family house attached",3,30,"Car, truck, or van"
"9984",275000,"One-family house detached",3,30,"Car, truck, or van"
"9985",275000,"One-family house detached",3,60,"Car, truck, or van"
"9986",650000,"One-family house detached",5,30,"Car, truck, or van"
"9987",165000,"One-family house detached",2,30,"Car, truck, or van"
"9988",2e+05,"One-family house detached",4,40,"Car, truck, or van"
"9989",2e+05,"One-family house detached",4,20,"Car, truck, or van"
"9990",1200000,"One-family house detached",5,4,"Car, truck, or van"
"9991",160000,"One-family house detached",3,15,"Car, truck, or van"
"9992",1200000,"One-family house detached",4,30,"Car, truck, or van"
"9993",1200000,"One-family house detached",4,5,"Car, truck, or van"
"9994",1200000,"One-family house detached",4,30,"Car, truck, or van"
"9995",5e+05,"One-family house detached",3,35,"Car, truck, or van"
"9996",5e+05,"One-family house detached",3,45,"Car, truck, or van"
"9997",250000,"2 Apartments",2,6,"Car, truck, or van"
"9998",250000,"2 Apartments",2,20,"Car, truck, or van"
"9999",250000,"One-family house detached",3,60,"Car, truck, or van"
"10000",250000,"One-family house detached",3,10,"Car, truck, or van"
"10001",140000,"One-family house detached",2,74,"Car, truck, or van"
"10002",140000,"One-family house detached",2,30,"Car, truck, or van"
"10003",525000,"2 Apartments",2,5,"Walked"
"10004",525000,"2 Apartments",2,2,"Car, truck, or van"
"10005",525000,"2 Apartments",2,5,"Walked"
"10006",525000,"2 Apartments",2,55,"Car, truck, or van"
"10007",4e+05,"One-family house detached",6,6,"Car, truck, or van"
"10008",4e+05,"One-family house detached",6,30,"Car, truck, or van"
"10009",4e+05,"One-family house detached",4,45,"Car, truck, or van"
"10010",225000,"One-family house detached",2,28,"Car, truck, or van"
"10011",1500000,"One-family house detached",4,30,"Car, truck, or van"
"10012",1500000,"One-family house detached",4,30,"Car, truck, or van"
"10013",280000,"One-family house detached",3,25,"Car, truck, or van"
"10014",3e+05,"One-family house detached",3,3,"Car, truck, or van"
"10015",320000,"One-family house detached",3,144,"Car, truck, or van"
"10016",320000,"One-family house detached",3,144,"Car, truck, or van"
"10017",320000,"One-family house detached",3,15,"Car, truck, or van"
"10018",650000,"2 Apartments",2,60,"Car, truck, or van"
"10019",650000,"2 Apartments",2,12,"Car, truck, or van"
"10020",340000,"One-family house detached",4,10,"Car, truck, or van"
"10021",4e+05,"One-family house detached",4,35,"Car, truck, or van"
"10022",4e+05,"One-family house detached",4,90,"Car, truck, or van"
"10023",6e+05,"One-family house detached",3,15,"Car, truck, or van"
"10024",250000,"One-family house detached",4,30,"Car, truck, or van"
"10025",250000,"One-family house detached",4,10,"Car, truck, or van"
"10026",8e+05,"One-family house detached",5,45,"Car, truck, or van"
"10027",325000,"One-family house detached",4,55,"Car, truck, or van"
"10028",275000,"One-family house detached",3,20,"Car, truck, or van"
"10029",275000,"One-family house detached",3,30,"Car, truck, or van"
"10030",160000,"One-family house detached",3,15,"Car, truck, or van"
"10031",160000,"One-family house detached",3,25,"Car, truck, or van"
"10032",240000,"One-family house attached",3,45,"Car, truck, or van"
"10033",240000,"One-family house attached",3,10,"Car, truck, or van"
"10034",180000,"One-family house detached",4,40,"Car, truck, or van"
"10035",180000,"One-family house detached",4,30,"Car, truck, or van"
"10036",180000,"One-family house detached",4,25,"Car, truck, or van"
"10037",315000,"One-family house detached",4,20,"Car, truck, or van"
"10038",315000,"One-family house detached",4,20,"Car, truck, or van"
"10039",6e+05,"One-family house detached",3,5,"Car, truck, or van"
"10040",559000,"One-family house detached",0,35,"Car, truck, or van"
"10041",275000,"One-family house detached",2,15,"Car, truck, or van"
"10042",275000,"One-family house detached",2,45,"Car, truck, or van"
"10043",850000,"One-family house detached",5,20,"Car, truck, or van"
"10044",2000,"Mobile home or trailer",1,15,"Bus or trolley bus"
"10045",5e+05,"One-family house detached",4,70,"Car, truck, or van"
"10046",5e+05,"One-family house detached",4,20,"Car, truck, or van"
"10047",5e+05,"One-family house detached",4,45,"Car, truck, or van"
"10048",460000,"One-family house detached",4,10,"Car, truck, or van"
"10049",460000,"One-family house detached",4,20,"Car, truck, or van"
"10050",350000,"One-family house detached",3,10,"Car, truck, or van"
"10051",1e+06,"50 or more apartments",2,45,"Car, truck, or van"
"10052",1e+06,"50 or more apartments",2,15,"Ferryboat"
"10053",2500,"One-family house detached",5,4,"Car, truck, or van"
"10054",2500,"One-family house detached",5,15,"Car, truck, or van"
"10055",155000,"One-family house detached",3,25,"Car, truck, or van"
"10056",155000,"One-family house detached",3,20,"Car, truck, or van"
"10057",80000,"One-family house detached",4,45,"Car, truck, or van"
"10058",4e+05,"One-family house detached",3,40,"Car, truck, or van"
"10059",225000,"One-family house detached",1,30,"Car, truck, or van"
"10060",345000,"One-family house attached",2,35,"Car, truck, or van"
"10061",320000,"One-family house attached",2,55,"Car, truck, or van"
"10062",320000,"One-family house attached",2,70,"Car, truck, or van"
"10063",559000,"One-family house detached",3,75,"Railroad"
"10064",559000,"One-family house detached",3,45,"Car, truck, or van"
"10065",415000,"One-family house detached",3,35,"Car, truck, or van"
"10066",415000,"One-family house detached",3,30,"Car, truck, or van"
"10067",4e+05,"One-family house detached",4,5,"Walked"
"10068",4e+05,"One-family house detached",4,5,"Walked"
"10069",4e+05,"One-family house detached",4,30,"Car, truck, or van"
"10070",425000,"One-family house detached",3,100,"Car, truck, or van"
"10071",425000,"One-family house detached",3,45,"Car, truck, or van"
"10072",5e+05,"One-family house detached",3,25,"Car, truck, or van"
"10073",5e+05,"One-family house detached",3,25,"Car, truck, or van"
"10074",315000,"One-family house detached",3,8,"Car, truck, or van"
"10075",150000,"20-49 Apartments",2,5,"Car, truck, or van"
"10076",150000,"20-49 Apartments",2,20,"Car, truck, or van"
"10077",4e+05,"One-family house detached",2,45,"Car, truck, or van"
"10078",2e+06,"One-family house attached",4,30,"Car, truck, or van"
"10079",410000,"One-family house detached",3,15,"Car, truck, or van"
"10080",410000,"One-family house detached",3,35,"Car, truck, or van"
"10081",250000,"One-family house detached",4,30,"Car, truck, or van"
"10082",250000,"One-family house detached",4,35,"Car, truck, or van"
"10083",250000,"One-family house detached",4,25,"Car, truck, or van"
"10084",380000,"One-family house detached",3,25,"Car, truck, or van"
"10085",7e+05,"One-family house detached",3,3,"Walked"
"10086",7e+05,"One-family house detached",3,50,"Car, truck, or van"
"10087",350000,"3-4 Apartments",2,25,"Car, truck, or van"
"10088",9e+05,"2 Apartments",5,20,"Car, truck, or van"
"10089",9e+05,"2 Apartments",5,10,"Car, truck, or van"
"10090",375000,"One-family house detached",3,20,"Car, truck, or van"
"10091",160000,"Mobile home or trailer",4,25,"Car, truck, or van"
"10092",160000,"Mobile home or trailer",4,30,"Car, truck, or van"
"10093",160000,"Mobile home or trailer",4,15,"Car, truck, or van"
"10094",160000,"Mobile home or trailer",4,25,"Car, truck, or van"
"10095",6e+05,"One-family house detached",4,30,"Car, truck, or van"
"10096",650000,"One-family house detached",4,10,"Car, truck, or van"
"10097",650000,"One-family house detached",4,25,"Car, truck, or van"
"10098",290000,"3-4 Apartments",2,20,"Car, truck, or van"
"10099",290000,"3-4 Apartments",2,30,"Car, truck, or van"
"10100",350000,"One-family house detached",3,50,"Car, truck, or van"
"10101",350000,"One-family house detached",3,7,"Car, truck, or van"
"10102",8e+05,"One-family house detached",3,55,"Subway or elevated"
"10103",8e+05,"One-family house detached",3,12,"Car, truck, or van"
"10104",8e+05,"One-family house detached",3,20,"Car, truck, or van"
"10105",515000,"One-family house detached",4,35,"Subway or elevated"
"10106",515000,"One-family house detached",4,40,"Subway or elevated"
"10107",515000,"One-family house detached",4,50,"Car, truck, or van"
"10108",515000,"One-family house detached",4,50,"Car, truck, or van"
"10109",185000,"One-family house detached",4,40,"Car, truck, or van"
"10110",185000,"One-family house detached",4,30,"Car, truck, or van"
"10111",425000,"2 Apartments",3,60,"Car, truck, or van"
"10112",3e+05,"One-family house detached",3,18,"Car, truck, or van"
"10113",3e+05,"One-family house detached",3,40,"Car, truck, or van"
"10114",4e+05,"One-family house attached",3,10,"Car, truck, or van"
"10115",3e+05,"One-family house detached",3,15,"Car, truck, or van"
"10116",190000,"One-family house detached",2,60,"Car, truck, or van"
"10117",990000,"One-family house detached",4,25,"Walked"
"10118",990000,"One-family house detached",4,10,"Car, truck, or van"
"10119",770000,"One-family house detached",4,15,"Car, truck, or van"
"10120",770000,"One-family house detached",4,60,"Car, truck, or van"
"10121",370000,"One-family house detached",3,15,"Car, truck, or van"
"10122",370000,"One-family house detached",3,15,"Car, truck, or van"
"10123",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"10124",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"10125",3e+05,"One-family house detached",3,30,"Car, truck, or van"
"10126",275000,"One-family house detached",3,35,"Car, truck, or van"
"10127",750000,"One-family house detached",3,20,"Car, truck, or van"
"10128",4441000,"One-family house detached",6,20,"Car, truck, or van"
"10129",470000,"One-family house detached",2,35,"Car, truck, or van"
"10130",470000,"One-family house detached",2,5,"Car, truck, or van"
"10131",470000,"One-family house detached",2,30,"Bus or trolley bus"
"10132",3e+05,"One-family house detached",3,20,"Car, truck, or van"
"10133",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"10134",3e+05,"One-family house detached",3,10,"Car, truck, or van"
"10135",3e+05,"One-family house attached",2,3,"Car, truck, or van"
"10136",3e+05,"One-family house attached",2,35,"Car, truck, or van"
"10137",450000,"One-family house detached",4,15,"Car, truck, or van"
"10138",350000,"One-family house detached",3,90,"Car, truck, or van"
"10139",350000,"One-family house detached",3,30,"Car, truck, or van"
"10140",625000,"One-family house detached",3,90,"Car, truck, or van"
"10141",242000,"One-family house attached",2,50,"Car, truck, or van"
"10142",750000,"One-family house detached",4,2,"Car, truck, or van"
"10143",750000,"One-family house detached",4,8,"Car, truck, or van"
"10144",1700000,"One-family house detached",4,45,"Car, truck, or van"
"10145",1700000,"One-family house detached",4,60,"Car, truck, or van"
"10146",6e+05,"One-family house detached",4,30,"Car, truck, or van"
"10147",2e+05,"One-family house detached",3,90,"Subway or elevated"
"10148",240000,"One-family house detached",2,30,"Car, truck, or van"
"10149",240000,"One-family house detached",2,15,"Car, truck, or van"
"10150",1e+06,"2 Apartments",6,3,"Car, truck, or van"
"10151",90000,"Mobile home or trailer",3,10,"Car, truck, or van"
"10152",90000,"Mobile home or trailer",3,10,"Car, truck, or van"
"10153",90000,"Mobile home or trailer",3,20,"Car, truck, or van"
